Index,Tag,Atag,Btag,pIC50_MMP12,smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No,AB-MPS Score,ALogP,Acid pKa 1,Acid pKa 2,Acid pKa 3,Asphericity (3D),Basic pKa 1,Basic pKa 2,Basic pKa 3,Cumulative Charge (7.4),Eccentricity (3D),Formal Charge,Fraction Aromatic,Fraction Csp3,Fraction NO Atoms,Fraction PSA,Fraction Planar,Fractional PolarSASA,Fractional PolarSurfaceArea,Hydrophilic Volume,Hydrophobic Volume,Hydrophobic surface,InertialShapeFactor (3D),Ionization Category (7.4),Ionized Formal Charge,Ionized Number of Negative Atoms,Ionized Number of Positive Atoms,Ionized SMILES,KOWlogP,MPO Score,MPO.PET Score,MPO.v2 Score,Molecular Weight,NPR1 (3D),NPR2 (3D),Neutral SMILES,Number of Acceptor Lone Pairs,Number of Aromatic Atoms,Number of AromaticBonds,Number of AromaticRings,Number of Bonds,Number of C Atoms,Number of Csp3 Atoms,Number of Donor Hydrogens,Number of HAcceptors,Number of HDonors,Number of Heavy Atoms,Number of Heteroatoms,Number of NO Atoms,Number of NonAromaticRings,Number of Planar Ring Atoms,Number of Ring Assemblies,Number of Rings,Number of RotatableBonds,Number of Stereocenters,Ovality,PAMPA Category,PAMPA Comments,PAMPA Predicted value,PBF (3D),PHOSPHOLIPIDOSIS Amphiphilic vector,PHOSPHOLIPIDOSIS Predicted InVitro,PHOSPHOLIPIDOSIS Predicted InVivo,PSA,PolarSASA,PolarSASA (3D),PolarSurfaceArea,Quantitative Estimate of Drug-Likeness (QED),Radius of Gyration,RadiusOfGyration (3D),Rotational Volume,SASA,SASA (3D),SpherocityIndex (3D),SurfaceArea,Total Charge (7.4),Total Surface,Total Volume,Volume (3D),"mlCYP1A2 (HLM,3c)","mlCYP1A2 (HLM,3c) Gdns","mlCYP2C19 (HLM,3c)","mlCYP2C19 (HLM,3c) Gdns","mlCYP2C9 (HLM,3c)","mlCYP2C9 (HLM,3c) Gdns","mlCYP2D6 (HLM,3c)","mlCYP2D6 (HLM,3c) Gdns","mlCYP3A4 (HLM,3c)","mlCYP3A4 (HLM,3c) Gdns","mlClearance (HEP,h3c)","mlClearance (HEP,h3c) Gdns","mlClearance (HEP,m3c)","mlClearance (HEP,m3c) Gdns","mlClearance (MIC,h3c)","mlClearance (MIC,h3c) Gdns","mlClearance (MIC,m3c)","mlClearance (MIC,m3c) Gdns",mlCytotox (HEK293),mlCytotox (HEK293) Uncert,mlGSH (2c),mlGSH (2c) Gdns,mlHERG (2c),mlHERG (2c) Gdns,mlHERG (3c),mlHERG (3c) Gdns,mlLogD,mlLogD Gdns,mlMNT (2c),mlMNT (2c) Gdns,mlPAMPA (2c),mlPAMPA (2c) Gdns,"mlPGP (APER,mouse)","mlPGP (APER,mouse) Gdns",mlPGP (Papp AB),mlPGP (Papp AB) Gdns,mlPGP (h2c),mlPGP (h2c) Gdns,mlPGP (h4c),mlPGP (h4c) Gdns,mlPGP (m2c),mlPGP (m2c) Gdns,mlPGP (m4c),mlPGP (m4c) Gdns,mlPL (2c),mlPL (2c) Gdns,mlPPB (h3c),mlPPB (h3c) Gdns,mlPPB (human),mlPPB (human) Gdns,mlPPB (m3c),mlPPB (m3c) Gdns,mlPPB (mouse),mlPPB (mouse) Gdns,mlPPB (rat),mlPPB (rat) Gdns,mlPS (h3c),mlPS (h3c) Gdns,mlPS (m3c),mlPS (m3c) Gdns,"mlPapp (PGP,3c)","mlPapp (PGP,3c) Gdns","mlPapp (PGP,m3c)","mlPapp (PGP,m3c) Gdns",mlPhototox (2c),mlPhototox (2c) Gdns,mlSolubility (3c),mlSolubility (3c) Gdns,
1843,A37B43,A37,B43,5.7,OC(=O)[C@H](CC(=O)NC(c1ccccc1)(c2ccccc2)c3ccccc3)NS(=O)(=O)c4ccc(cc4)c5cc(F)c(F)c(F)c5,47,19,90,,16.77,6.44,3.39,10.6,11.63,0.66,,,,1,0.99,0,0.65,0.07,0.15,0.16,0.65,0.23,0.2,57.63,460.96,457.83,0,Acidic,-1,1,0,O=C(C[C@H](NS(=O)(=O)c1ccc(-c2cc(F)c(F)c(F)c2)cc1)C(=O)[O-])NC(c1ccccc1)(c1ccccc1)c1ccccc1,6.36,2.05,1.52,1.33,644.66,0.13,0.97,O=C(NC(c1ccccc1)(c2ccccc2)c3ccccc3)C[C@@H](C(O)=O)NS(c4ccc(c5cc(F)c(F)c(F)c5)cc4)(=O)=O,7,30,30,5,50,35,3,3,5,3,46,11,7,0,30,5,5,11,1,1.75,low,-,0.59,1.07,,,,89.03,202.31,149.16,120.95,0.11,5.95,5.96,,883.18,839.24,0.16,597.58,-1,546.86,518.59,457.9,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.41,0.47,no flag,fair,inactive (<= 5),poor,weak (<= 5),best,2.23,fair,neg,good,low,poor,0.52,poor,1.17,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.4,poor,high (>= 2),best,2.63,good,2.49,good,high  (>= 80),fair,high  (>= 80),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1844,A37B44,A37,B44,5.1,Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,28,>98,,16.67,6.51,3.39,10.6,11.63,0.63,,,,1,0.99,0,0.67,0.09,0.16,0.16,0.67,0.23,0.2,57.61,463.24,456.76,0,Acidic,-1,1,0,Cc1cc(F)ccc1-c1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)[O-])cc1,6.5,2,1.43,1.33,622.71,0.15,0.99,Cc1c(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)ccc(F)c1,7,30,30,5,49,36,4,3,5,3,45,9,7,0,30,5,5,11,1,1.74,low,-,0.6,1.15,,,,88.99,202.31,146.08,120.95,0.15,5.75,5.67,,884.47,822.76,0.19,597.11,-1,545.74,520.85,466.82,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,medium (3.7-20),poor,high (> 30.5),poor,low (< 12),poor,low (< 17.8),poor,4.38,0.47,no flag,fair,inactive (<= 5),fair,weak (<= 5),best,2.33,fair,neg,good,low,poor,0.54,poor,1.11,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.47,fair,high (>= 2),best,2.65,best,2.55,fair,high  (>= 80),fair,high  (>= 80),poor,low (<= 50),good,low (<= 50),good,neg,good,medium (5 - 150 ug/ml),poor,
1845,A37B45,A37,B45,Not Made,OC(=O)[C@H](CC(=O)NC(c1ccccc1)(c2ccccc2)c3ccccc3)NS(=O)(=O)c4ccc(cc4)c5ccc(F)c(C=O)c5,47,30,74,,18.36,5.78,3.39,10.6,11.63,0.65,,,,1,0.99,0,0.65,0.07,0.17,0.19,0.65,0.26,0.23,66,460.45,449.71,0,Acidic,-1,1,0,O=Cc1cc(-c2ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)[O-])cc2)ccc1F,5.67,2.17,2,1.33,636.69,0.14,0.97,O=Cc1c(F)ccc(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)c1,8,30,30,5,50,36,3,3,6,3,46,10,8,0,30,5,5,12,1,1.75,low,-,0.52,1.06,,,,103.38,229.15,182.01,138.01,0.12,5.98,5.92,,892.6,826.75,0.16,601,-1,553.08,526.45,465.1,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,high (> 30.5),poor,low (< 12),poor,low (< 17.8),poor,4.42,0.48,no flag,fair,inactive (<= 5),fair,weak (<= 5),best,1.64,fair,neg,good,low,fair,0.5,poor,1.15,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.32,good,high (>= 2),best,2.57,fair,2.38,good,high  (>= 80),fair,low (< 40),poor,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),fair,
1846,A37B46,A37,B46,5.2,COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,39,>98,,18.1,6.01,3.39,10.6,11.63,0.63,,,,1,0.99,0,0.65,0.09,0.17,0.17,0.65,0.23,0.21,63,466.72,460.06,0,Acidic,-1,1,0,COc1cccc(-c2ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)[O-])cc2)c1F,6.04,2.17,1.82,1.33,638.7,0.15,0.99,COc1c(F)c(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)ccc1,8,30,30,5,50,36,4,3,6,3,46,10,8,0,30,5,5,12,1,1.76,low,-,0.55,1.18,,,,97.39,208.34,162.77,130.17,0.14,5.89,5.77,,901.16,842.08,0.18,611.04,-1,557.45,529.73,471.28,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.33,0.45,no flag,fair,inactive (<= 5),poor,weak (<= 5),good,1.9,fair,neg,good,low,fair,0.56,poor,1.16,poor,low (<= 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.33,poor,high (>= 2),best,2.61,fair,2.38,good,high  (>= 80),fair,low (< 40),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1847,A37B47,A37,B47,5.1,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,31,93,,19.81,6.02,3.39,10.6,11.63,0.64,,,,1,0.99,0,0.62,0.1,0.19,0.19,0.62,0.25,0.23,71.29,486.82,479.55,0,Acidic,-1,1,0,CCOC(=O)c1cccc(-c2ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)[O-])cc2)c1,6.08,2.07,1.55,1.33,662.75,0.14,0.95,CCOC(c1cc(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)ccc1)=O,9,30,30,5,52,38,5,3,7,3,48,10,9,0,30,5,5,14,1,1.8,low,-,0.52,1.02,,,,111.24,235.18,196.74,147.24,0.1,6.31,6.17,,942.22,907.79,0.13,641.39,-1,590.79,558.11,496.66,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,high (> 30.5),poor,low (< 12),poor,low (< 17.8),poor,4.37,0.47,no flag,fair,inactive (<= 5),poor,weak (<= 5),good,2.19,fair,neg,good,low,fair,0.52,poor,1.13,poor,low (<= 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.5,fair,high (>= 2),good,2.55,fair,2.49,fair,high  (>= 80),poor,medium  (40-80),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1848,A37B48,A37,B48,6,Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,7,>98,,16.94,6.51,3.39,10.6,11.63,0.63,,,,1,0.99,0,0.67,0.09,0.16,0.16,0.67,0.23,0.2,57.61,463.66,458.43,0,Acidic,-1,1,0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)[O-])cc2)cc1F,6.5,2.14,1.67,1.33,622.71,0.15,0.97,Cc1c(F)cc(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)cc1,7,30,30,5,49,36,4,3,5,3,45,9,7,0,30,5,5,11,1,1.75,low,-,0.6,1.07,,,,88.96,202.31,146.5,120.95,0.15,5.83,5.71,,884.47,827.81,0.17,597.11,-1,547.4,521.27,463.04,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,high (> 30.5),poor,low (< 12),poor,low (< 17.8),poor,4.35,0.45,no flag,fair,inactive (<= 5),poor,weak (<= 5),best,2.06,fair,neg,good,low,poor,0.52,poor,1.16,poor,low (<= 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),best,2.45,fair,high (>= 2),best,2.64,good,2.53,fair,high  (>= 80),fair,high  (>= 80),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1849,A37B49,A37,B49,4.9,COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,46,>98,,18.06,6.21,3.39,10.6,11.63,0.64,,,,1,0.99,0,0.64,0.09,0.17,0.17,0.64,0.23,0.21,62.97,473.39,470.41,0,Acidic,-1,1,0,COc1c(F)cc(F)cc1-c1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)[O-])cc1,6.24,2.17,1.78,1.33,656.7,0.14,0.96,COc1c(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)cc(F)cc1F,8,30,30,5,51,36,4,3,6,3,47,11,8,0,30,5,5,12,1,1.78,low,-,0.57,0.97,,,,96.25,208.34,162.82,130.17,0.14,5.91,5.85,,910.26,857.38,0.16,622.01,-1,566.66,536.36,480.88,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.35,0.45,no flag,fair,inactive (<= 5),poor,weak (<= 5),good,1.94,fair,neg,good,low,poor,0.56,poor,1.17,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),fair,neg,good,high (>= 2),best,2.38,fair,high (>= 2),best,2.64,good,2.43,poor,high  (>= 80),fair,low (< 40),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1850,A37B50,A37,B50,Not Made,Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)C(=O)O,47,49,,,16.37,7.17,3.39,10.6,11.63,0.61,,,,1,0.99,0,0.65,0.09,0.15,0.16,0.65,0.22,0.2,57.63,478.08,474.06,0,Acidic,-1,1,0,Cc1ccc(F)c(-c2ccc(S(=O)(=O)N[C@@H](CC(=O)NC(c3ccccc3)(c3ccccc3)c3ccccc3)C(=O)[O-])cc2)c1Cl,7.15,1.85,1.15,1.33,657.15,0.15,0.99,Cc1c(Cl)c(c2ccc(S(N[C@H](C(O)=O)CC(NC(c3ccccc3)(c4ccccc4)c5ccccc5)=O)(=O)=O)cc2)c(F)cc1,7,30,30,5,50,36,4,3,5,3,46,10,7,0,30,5,5,11,1,1.77,borderline,-,0.63,1.14,,,,89.01,202.31,147.38,120.95,0.13,5.76,5.68,,905.88,847.3,0.2,617.78,-1,563.07,535.7,483.28,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,low (< 3.7),poor,high (> 30.5),poor,low (< 12),poor,low (< 17.8),poor,4.42,0.47,no flag,fair,inactive (<= 5),fair,weak (<= 5),good,2.63,fair,neg,good,low,poor,0.55,poor,1.12,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,good,high (>= 2),good,2.42,fair,high (>= 2),best,2.62,fair,2.54,poor,high  (>= 80),fair,high  (>= 80),poor,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),poor,
1851,A38B01,A38,B01,5.8,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)c3ccc(F)cc3,46,12,95,,11.33,3.67,3.47,11.24,,0.59,,,,1,0.99,0,0.67,0.04,0.19,0.21,0.67,0.28,0.26,42.08,269.84,272.3,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccc(F)cc1,3.69,4.92,2.28,4.42,385.41,0.16,0.91,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3ccccc3)cc2)(=O)=O)O,5,18,18,3,29,20,1,2,4,2,27,7,5,0,18,3,3,6,1,1.54,low,-,0.53,0.71,NULL,NEGATIVE,NEGATIVE,70.68,160.38,153.84,91.85,0.68,4.45,4.38,,581.68,568.3,0.11,357.25,-1,342.98,311.91,273.37,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.27,0.39,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.67,good,neg,poor,med2high,fair,0.12,good,1.28,fair,low (<= 3),fair,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),poor,2.02,fair,high (>= 2),poor,2.2,fair,2.01,good,high  (>= 80),poor,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1852,A38B02,A38,B02,5.9,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)c3ccc(F)cc3,46,5,>98,,10.63,4.41,3.47,11.24,,0.72,,,,1,0.99,0,0.64,0.04,0.18,0.19,0.64,0.26,0.24,42.08,288.88,294.07,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccc(F)cc1,4.58,3.99,2,3.49,464.3,0.11,0.94,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3ccc(Br)cc3)cc2)(=O)=O)O,5,18,18,3,30,20,1,2,4,2,28,8,5,0,18,3,3,6,1,1.58,low,-,0.58,0.69,NULL,NEGATIVE,NEGATIVE,70.73,160.38,156.4,91.85,0.57,4.69,5.35,,614.07,615.66,0.1,382.64,-1,364.8,330.95,295.32,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),fair,4.36,0.46,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.37,fair,neg,fair,med2high,good,0.17,good,1.27,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),good,2.26,good,high (>= 2),good,2.3,good,2.24,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1853,A38B03,A38,B03,4.1,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)c3ccc(F)cc3,46,16,>98,,12.5,3.56,3.47,11.24,,0.59,,,,1,0.99,0,0.6,0.03,0.27,0.3,0.6,0.38,0.35,69.52,266.07,261.22,0,Acidic,-1,2,1,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2cccc([N+](=O)[O-])c2)cc1)c1ccc(F)cc1,3.51,3.72,2.37,3.22,430.41,0.16,0.92,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3cc([N+]([O-])=O)ccc3)cc2)(=O)=O)O,8,18,18,3,32,20,1,2,6,2,30,10,8,0,18,3,3,7,1,1.6,low,charges out of test range,formal charge,-0.13,0.79,NULL,NEGATIVE,NEGATIVE,111.38,233.36,252.46,137.66,0.43,4.84,4.86,,608.56,615.64,0.12,395.13,-1,372.6,335.59,296,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),best,low (< 17.8),best,4.2,0.38,no flag,fair,inactive (<= 5),good,weak (<= 5),best,0.5,fair,neg,fair,low,poor,0.19,fair,1.17,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),poor,1.94,good,high (>= 2),poor,2.15,poor,1.9,fair,high  (>= 80),poor,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good
1854,A38B04,A38,B04,6,Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,9,>98,,10.94,4.15,3.47,11.24,,0.62,,,,1,0.99,0,0.64,0.07,0.18,0.2,0.64,0.27,0.24,42.08,284.14,288.26,0,Acidic,-1,1,0,Cc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)cc1,4.24,4.58,2,4.08,399.44,0.15,0.92,Cc1ccc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cc1,5,18,18,3,30,21,2,2,4,2,28,7,5,0,18,3,3,6,1,1.57,low,-,0.56,0.69,NULL,NEGATIVE,NEGATIVE,70.75,160.38,156.4,91.85,0.65,4.66,4.59,,601.18,601.91,0.1,378.69,-1,359.01,326.22,294.29,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.28,0.41,no flag,good,inactive (<= 5),best,weak (<= 5),best,1.06,fair,neg,poor,med2high,good,0.15,good,1.25,fair,low (<= 3),fair,no (<= 2),poor,low (<= 3),fair,no (<= 2),poor,neg,best,high (>= 2),fair,2.09,good,high (>= 2),fair,2.35,fair,2.09,fair,high  (>= 80),poor,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1855,A38B05,A38,B05,4.7,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)c5ccc(F)cc5,46,32,>98,,12.22,5.17,3.47,11.24,,0.64,,,,1,0.99,0,0.74,0.03,0.18,0.19,0.74,0.26,0.24,47.33,336.35,335.1,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2cccc3c2oc2ccccc23)cc1)c1ccc(F)cc1,5.41,3.18,1.93,2.68,475.49,0.14,0.98,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c4c(c(c5o4)cccc5)ccc3)cc2)(=O)=O)O,6,25,27,5,38,26,1,2,4,2,34,8,6,0,25,3,5,6,1,1.62,low,-,0.6,0.94,NULL,NEGATIVE,NEGATIVE,79.06,177.12,171.52,104.99,0.35,5.22,5.17,,671.3,665.2,0.17,427.9,-1,414.16,383.68,332.36,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),good,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),poor,4.45,0.52,no flag,fair,inactive (<= 5),fair,weak (<= 5),fair,1.78,fair,neg,good,med2high,fair,0.37,poor,1.19,poor,low (<= 3),poor,medium (4-10),poor,high (>3),poor,medium (4-10),poor,neg,best,high (>= 2),good,2.44,fair,high (>= 2),best,2.43,poor,2.4,fair,high  (>= 80),good,high  (>= 80),good,low (<= 50),fair,low (<= 50),good,pos,poor,medium (5 - 150 ug/ml),poor,
1856,A38B06,A38,B06,4.5,OC(=O)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)c5ccc(F)cc5,46,37,>98,,10.53,6.07,3.47,11.24,,0.57,,,,1,0.98,0,0.69,0.03,0.14,0.16,0.74,0.3,0.31,42.08,373.24,367.15,0,Acidic,-1,1,0,O=C([O-])[C@@H](NS(=O)(=O)c1ccc(-c2cccc3c2Sc2ccccc2S3)cc1)c1ccc(F)cc1,6.52,2.26,1.3,2,523.62,0.17,0.97,O=C([C@H](c1ccc(F)cc1)NS(c2ccc(c3c4c(Sc(c5S4)cccc5)ccc3)cc2)(=O)=O)O,5,24,24,4,39,26,1,2,6,2,35,9,5,1,26,3,5,6,1,1.63,med&high,-,0.68,0.99,NULL,NEGATIVE,NEGATIVE,70.7,217.49,210.77,142.44,0.31,5.16,5.16,,716.95,682.43,0.18,460.55,-1,437.86,415.32,362.89,low (<= 5/50%),best,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),poor,4.54,0.55,no flag,good,inactive (<= 5),good,weak (<= 5),good,2.47,good,neg,best,med2high,fair,0.46,poor,1.19,poor,low (<= 3),poor,no (<= 2),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),best,2.53,fair,high (>= 2),best,2.48,best,2.54,good,high  (>= 80),fair,high  (>= 80),fair,low (<= 50),fair,low (<= 50),good,neg,fair,medium (5 - 150 ug/ml),poor,
1857,A38B07,A38,B07,6.2,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@H](C(=O)O)c3ccc(F)cc3,46,1,>98,,12.03,4.21,3.47,11.24,,0.67,,,,1,0.99,0,0.62,0.07,0.17,0.19,0.62,0.3,0.29,42.08,306.07,310.97,0,Acidic,-1,1,0,CSc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)[O-])c3ccc(F)cc3)cc2)cc1,4.29,3.48,2,2.98,431.5,0.12,0.93,CSc1ccc(c2ccc(S(N[C@@H](c3ccc(F)cc3)C(O)=O)(=O)=O)cc2)cc1,5,18,18,3,31,21,2,2,5,2,29,8,5,0,18,3,3,7,1,1.59,low,-,0.56,0.74,NULL,NEGATIVE,NEGATIVE,70.7,188.94,198.95,117.15,0.54,4.9,5.06,,631.84,616.86,0.1,405.3,-1,381.67,348.15,306.29,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),fair,4.31,0.45,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.97,fair,neg,fair,med2high,good,0.2,good,1.24,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.19,fair,high (>= 2),good,2.3,fair,2.2,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),good,neg,fair,high (>= 150 ug/ml),fair,
